variable_name,standardized_title,standardized_label,wave,file,codebook_file,block,question_label,question_text,item_text,question_type,dtype_observed,rows,nonempty_n,valid_n,missing_pct,unique_valid_values,example_values_raw,example_values_decoded,top_value_counts,value_labels,codebook_comment,display_skip_logic,construct,likely_geographic_granularity,origin_or_destination,privacy_anonymization
w14_M_q21x88,Respondent Current Location Village,resp_crrnt_locat_villg88,w14_M,bemp_w14_M.csv,bemp_w14_M_codebook.csv,Household Composition and Migration,Respondent Current Location Village,[filled by enumerator] What is the name of the village to which he/she went? [fill in whatever information the respondent can provide; be careful about spelling],DK,Multiple Choice,integer-coded,481,481,97,79.83,1,"[""0""]","[""Not Selected""]","{""0"": 97}","{""0"": ""Not Selected"", ""1"": ""Selected"", ""-55"": ""Missing by panel wave drop-out""}",Geographic identifiers below the district level were removed from the published dataset to protect participant confidentiality.,"| If (w14_M_q19 [Respondent Current Location Rural Urban] = ""Village"" AND w14_M_q16 [Respondent Current Location New or Old] != ""In {previous migration destination}"") |",rural destination response flag,relational/nonresponse flag,destination,village identity removed
w14_M_q21x99,Respondent Current Location Village,resp_crrnt_locat_villg99,w14_M,bemp_w14_M.csv,bemp_w14_M_codebook.csv,Household Composition and Migration,Respondent Current Location Village,[filled by enumerator] What is the name of the village to which he/she went? [fill in whatever information the respondent can provide; be careful about spelling],RA,Multiple Choice,integer-coded,481,481,97,79.83,1,"[""0""]","[""Not Selected""]","{""0"": 97}","{""0"": ""Not Selected"", ""1"": ""Selected"", ""-55"": ""Missing by panel wave drop-out""}",Geographic identifiers below the district level were removed from the published dataset to protect participant confidentiality.,"| If (w14_M_q19 [Respondent Current Location Rural Urban] = ""Village"" AND w14_M_q16 [Respondent Current Location New or Old] != ""In {previous migration destination}"") |",rural destination response flag,relational/nonresponse flag,destination,village identity removed
w14_M_q103_L1,Secondary Migration Respondent House Shift Distance (Loop 1),scndr_migr_resp_house_shift_dist_loop1,w14_M,bemp_w14_M.csv,bemp_w14_M_codebook.csv,Migrant History (Old) - Respondent - Loop 1,Secondary Migration Respondent House Shift Distance (Loop 1),How far have you shifted your house? [one of the distance measures is enough],,Single Choice,undetermined (no valid values),481,481,0,100.0,0,[],[],{},"{""1"": ""[minutes walking time]:"", ""2"": ""[meters]:"", ""3"": ""[kilometers]:"", ""4"": ""[miles]:"", ""5"": ""[hands]:"", ""6"": ""[feet]:"", ""7"": ""[roshi/rope]:"", ""8"": ""[gauges/yards]:"", ""9"": ""Other [enter value and unit]:"", ""-8"": ""DK"", ""-9"": ""RA"", ""-55"": ""Missing by panel wave drop-out""}",,"If w14_M_q58b_txt [Secondary Migration Respondent Frequency] > 0 | If w14_M_q102_L1 [Secondary Migration Respondent House Shift (Loop 1)] = ""Yes"" |",reported distance/accessibility,distance/category per question,origin/destination context per file,distance only; endpoints not identified
w14_M_q103_txt_L1,Secondary Migration Respondent House Shift Distance (Loop 1),scndr_migr_resp_house_shift_dist_txt_loop1,w14_M,bemp_w14_M.csv,bemp_w14_M_codebook.csv,Migrant History (Old) - Respondent - Loop 1,Secondary Migration Respondent House Shift Distance (Loop 1),How far have you shifted your house? [one of the distance measures is enough],,Open Text Box,undetermined (no valid values),481,481,0,100.0,0,[],[],{},"{""-55"": ""Missing by panel wave drop-out""}",,"If w14_M_q58b_txt [Secondary Migration Respondent Frequency] > 0 | If w14_M_q102_L1 [Secondary Migration Respondent House Shift (Loop 1)] = ""Yes"" |",reported distance/accessibility,distance/category per question,origin/destination context per file,distance only; endpoints not identified
w14_M_q103_L2,Secondary Migration Respondent House Shift Distance (Loop 2),scndr_migr_resp_house_shift_dist_loop2,w14_M,bemp_w14_M.csv,bemp_w14_M_codebook.csv,Migrant History (Old) - Respondent - Loop 2,Secondary Migration Respondent House Shift Distance (Loop 2),How far have you shifted your house? [one of the distance measures is enough],,Single Choice,undetermined (no valid values),481,481,0,100.0,0,[],[],{},"{""1"": ""[minutes walking time]:"", ""2"": ""[meters]:"", ""3"": ""[kilometers]:"", ""4"": ""[miles]:"", ""5"": ""[hands]:"", ""6"": ""[feet]:"", ""7"": ""[roshi/rope]:"", ""8"": ""[gauges/yards]:"", ""9"": ""Other [enter value and unit]:"", ""-8"": ""DK"", ""-9"": ""RA"", ""-55"": ""Missing by panel wave drop-out""}",,"If w14_M_q58b_txt [Secondary Migration Respondent Frequency] > 0 | If w14_M_q102_L2 [Secondary Migration Respondent House Shift (Loop 2)] = ""Yes"" |",reported distance/accessibility,distance/category per question,origin/destination context per file,distance only; endpoints not identified
w14_M_q103_txt_L2,Secondary Migration Respondent House Shift Distance (Loop 2),scndr_migr_resp_house_shift_dist_txt_loop2,w14_M,bemp_w14_M.csv,bemp_w14_M_codebook.csv,Migrant History (Old) - Respondent - Loop 2,Secondary Migration Respondent House Shift Distance (Loop 2),How far have you shifted your house? [one of the distance measures is enough],,Open Text Box,undetermined (no valid values),481,481,0,100.0,0,[],[],{},"{""-55"": ""Missing by panel wave drop-out""}",,"If w14_M_q58b_txt [Secondary Migration Respondent Frequency] > 0 | If w14_M_q102_L2 [Secondary Migration Respondent House Shift (Loop 2)] = ""Yes"" |",reported distance/accessibility,distance/category per question,origin/destination context per file,distance only; endpoints not identified
w14_M_q103_L3,Secondary Migration Respondent House Shift Distance (Loop 3),scndr_migr_resp_house_shift_dist_loop3,w14_M,bemp_w14_M.csv,bemp_w14_M_codebook.csv,Migrant History (Old) - Respondent - Loop 3,Secondary Migration Respondent House Shift Distance (Loop 3),How far have you shifted your house? [one of the distance measures is enough],,Single Choice,undetermined (no valid values),481,481,0,100.0,0,[],[],{},"{""1"": ""[minutes walking time]:"", ""2"": ""[meters]:"", ""3"": ""[kilometers]:"", ""4"": ""[miles]:"", ""5"": ""[hands]:"", ""6"": ""[feet]:"", ""7"": ""[roshi/rope]:"", ""8"": ""[gauges/yards]:"", ""9"": ""Other [enter value and unit]:"", ""-8"": ""DK"", ""-9"": ""RA"", ""-55"": ""Missing by panel wave drop-out""}",,"If w14_M_q58b_txt [Secondary Migration Respondent Frequency] > 0 | If w14_M_q102_L3 [Secondary Migration Respondent House Shift (Loop 3)] = ""Yes"" |",reported distance/accessibility,distance/category per question,origin/destination context per file,distance only; endpoints not identified
w14_M_q103_txt_L3,Secondary Migration Respondent House Shift Distance (Loop 3),scndr_migr_resp_house_shift_dist_txt_loop3,w14_M,bemp_w14_M.csv,bemp_w14_M_codebook.csv,Migrant History (Old) - Respondent - Loop 3,Secondary Migration Respondent House Shift Distance (Loop 3),How far have you shifted your house? [one of the distance measures is enough],,Open Text Box,undetermined (no valid values),481,481,0,100.0,0,[],[],{},"{""-55"": ""Missing by panel wave drop-out""}",,"If w14_M_q58b_txt [Secondary Migration Respondent Frequency] > 0 | If w14_M_q102_L3 [Secondary Migration Respondent House Shift (Loop 3)] = ""Yes"" |",reported distance/accessibility,distance/category per question,origin/destination context per file,distance only; endpoints not identified
w14_M_q35b,Total House Shift Distance,total_house_shift_dist,w14_M,bemp_w14_M.csv,bemp_w14_M_codebook.csv,Household Composition and Migration,Total House Shift Distance,How far have you shifted your house in total? [one of the distance measures is enough],,Single Choice,integer-coded,481,481,2,99.58,2,"[""3"", ""1""]","[""[kilometers]:"", ""[minutes walking time]:""]","{""3"": 1, ""1"": 1}","{""1"": ""[minutes walking time]:"", ""2"": ""[meters]:"", ""3"": ""[kilometers]:"", ""4"": ""[miles]:"", ""5"": ""[hands]:"", ""6"": ""[feet]:"", ""7"": ""[roshi/rope]:"", ""8"": ""[gauges/yards]:"", ""9"": ""Other [enter value and unit]:"", ""-8"": ""DK"", ""-9"": ""RA"", ""-55"": ""Missing by panel wave drop-out""}",,| If (w14_M_q34a_txt [House Shift Frequency] > 1 OR w14_M_q34b_txt [House Shift Frequency (Migration Location)] > 1) |,reported distance/accessibility,distance/category per question,origin/destination context per file,distance only; endpoints not identified
w14_M_q35b_txt,Total House Shift Distance,total_house_shift_dist_txt,w14_M,bemp_w14_M.csv,bemp_w14_M_codebook.csv,Household Composition and Migration,Total House Shift Distance,How far have you shifted your house in total? [one of the distance measures is enough],,Open Text Box,integer-coded,481,481,2,99.58,2,"[""10"", ""5""]","[""10"", ""5""]","{""10"": 1, ""5"": 1}","{""-55"": ""Missing by panel wave drop-out""}",,| If (w14_M_q34a_txt [House Shift Frequency] > 1 OR w14_M_q34b_txt [House Shift Frequency (Migration Location)] > 1) |,reported distance/accessibility,distance/category per question,origin/destination context per file,distance only; endpoints not identified
w14_V_q11x1,Distance to Road,dist_to_road1,w14_V,bemp_w14_V.csv,bemp_w14_V_codebook.csv,Public Goods,Distance to Road,How far is it until the next tar/concrete/paved road,Distance in kilometers,Multiple Choice,integer-coded,32,32,22,31.25,2,"[""1"", ""0""]","[""Selected"", ""Not Selected""]","{""1"": 16, ""0"": 6}","{""0"": ""Not Selected"", ""1"": ""Selected""}",,| |,reported distance/accessibility,distance/category per question,origin/destination context per file,distance only; endpoints not identified
w14_V_q11x1_txt,Distance to Road,dist_to_road1_txt,w14_V,bemp_w14_V.csv,bemp_w14_V_codebook.csv,Public Goods,Distance to Road,How far is it until the next tar/concrete/paved road,Distance in kilometers,Open Text Box,continuous numeric,32,32,16,50.0,10,"[""2"", ""1"", ""1.5"", ""2.5"", ""9"", ""6"", ""0.5"", ""3""]","[""2"", ""1"", ""1.5"", ""2.5"", ""9"", ""6"", ""0.5"", ""3""]","{""2"": 3, ""1"": 3, ""1.5"": 2, ""2.5"": 2, ""9"": 1, ""6"": 1, ""0.5"": 1, ""3"": 1, ""10"": 1, ""3.5"": 1}",{},,| |,reported distance/accessibility,distance/category per question,origin/destination context per file,distance only; endpoints not identified
w14_V_q11x2,Distance to Road,dist_to_road2,w14_V,bemp_w14_V.csv,bemp_w14_V_codebook.csv,Public Goods,Distance to Road,How far is it until the next tar/concrete/paved road,Distance in minutes driving,Multiple Choice,integer-coded,32,32,22,31.25,1,"[""0""]","[""Not Selected""]","{""0"": 22}","{""0"": ""Not Selected"", ""1"": ""Selected""}",,| |,reported distance/accessibility,distance/category per question,origin/destination context per file,distance only; endpoints not identified
w14_V_q11x2_txt,Distance to Road,dist_to_road2_txt,w14_V,bemp_w14_V.csv,bemp_w14_V_codebook.csv,Public Goods,Distance to Road,How far is it until the next tar/concrete/paved road,Distance in minutes driving,Open Text Box,undetermined (no valid values),32,32,0,100.0,0,[],[],{},{},,| |,reported distance/accessibility,distance/category per question,origin/destination context per file,distance only; endpoints not identified
w14_V_q11x3,Distance to Road,dist_to_road3,w14_V,bemp_w14_V.csv,bemp_w14_V_codebook.csv,Public Goods,Distance to Road,How far is it until the next tar/concrete/paved road,Distance in minutes walking,Multiple Choice,integer-coded,32,32,22,31.25,2,"[""0"", ""1""]","[""Not Selected"", ""Selected""]","{""0"": 16, ""1"": 6}","{""0"": ""Not Selected"", ""1"": ""Selected""}",,| |,reported distance/accessibility,distance/category per question,origin/destination context per file,distance only; endpoints not identified
w14_V_q11x3_txt,Distance to Road,dist_to_road3_txt,w14_V,bemp_w14_V.csv,bemp_w14_V_codebook.csv,Public Goods,Distance to Road,How far is it until the next tar/concrete/paved road,Distance in minutes walking,Open Text Box,integer-coded,32,32,6,81.25,4,"[""5"", ""20"", ""10"", ""7""]","[""5"", ""20"", ""10"", ""7""]","{""5"": 3, ""20"": 1, ""10"": 1, ""7"": 1}",{},,| |,reported distance/accessibility,distance/category per question,origin/destination context per file,distance only; endpoints not identified
w14_V_q4,District,dstrc,w14_V,bemp_w14_V.csv,bemp_w14_V_codebook.csv,Registration,District,District,,Open Text Box,string,32,32,32,0.0,9,"[""Kurigram"", ""Tangail"", ""Manikganj"", ""Jamalpur"", ""Sirajganj"", ""Sirajgonj"", ""Bogura"", ""Bogra""]","[""Kurigram"", ""Tangail"", ""Manikganj"", ""Jamalpur"", ""Sirajganj"", ""Sirajgonj"", ""Bogura"", ""Bogra""]","{""Kurigram"": 12, ""Tangail"": 8, ""Manikganj"": 3, ""Jamalpur"": 3, ""Sirajganj"": 2, ""Sirajgonj"": 1, ""Bogura"": 1, ""Bogra"": 1, ""Gaibandha"": 1}",{},Geographic identifiers below the district level were removed from the published dataset to protect participant confidentiality.,| |,district name,district,origin village profile,public district; lower levels suppressed
w14_V_q35x1,Grocery Shop Distance,grcry_shop_dist1,w14_V,bemp_w14_V.csv,bemp_w14_V_codebook.csv,Public Goods,Grocery Shop Distance,"How far is it to the next shop selling grocery items (such as oil, rice, ...)? [enter preferably in kilometers/miles, else in minutes driving]",Distance in kilometers:,Multiple Choice,integer-coded,32,32,6,81.25,2,"[""1"", ""0""]","[""Selected"", ""Not Selected""]","{""1"": 5, ""0"": 1}","{""0"": ""Not Selected"", ""1"": ""Selected""}",,| |,reported distance/accessibility,distance/category per question,origin/destination context per file,distance only; endpoints not identified
w14_V_q35x1_txt,Grocery Shop Distance,grcry_shop_dist1_txt,w14_V,bemp_w14_V.csv,bemp_w14_V_codebook.csv,Public Goods,Grocery Shop Distance,"How far is it to the next shop selling grocery items (such as oil, rice, ...)? [enter preferably in kilometers/miles, else in minutes driving]",Distance in kilometers:,Open Text Box,continuous numeric,32,32,5,84.38,5,"[""1"", ""1.5"", ""3"", ""3.5"", ""2""]","[""1"", ""1.5"", ""3"", ""3.5"", ""2""]","{""1"": 1, ""1.5"": 1, ""3"": 1, ""3.5"": 1, ""2"": 1}",{},,| |,reported distance/accessibility,distance/category per question,origin/destination context per file,distance only; endpoints not identified
w14_V_q35x2,Grocery Shop Distance,grcry_shop_dist2,w14_V,bemp_w14_V.csv,bemp_w14_V_codebook.csv,Public Goods,Grocery Shop Distance,"How far is it to the next shop selling grocery items (such as oil, rice, ...)? [enter preferably in kilometers/miles, else in minutes driving]",Distance in miles:,Multiple Choice,integer-coded,32,32,6,81.25,1,"[""0""]","[""Not Selected""]","{""0"": 6}","{""0"": ""Not Selected"", ""1"": ""Selected""}",,| |,reported distance/accessibility,distance/category per question,origin/destination context per file,distance only; endpoints not identified
w14_V_q35x2_txt,Grocery Shop Distance,grcry_shop_dist2_txt,w14_V,bemp_w14_V.csv,bemp_w14_V_codebook.csv,Public Goods,Grocery Shop Distance,"How far is it to the next shop selling grocery items (such as oil, rice, ...)? [enter preferably in kilometers/miles, else in minutes driving]",Distance in miles:,Open Text Box,undetermined (no valid values),32,32,0,100.0,0,[],[],{},{},,| |,reported distance/accessibility,distance/category per question,origin/destination context per file,distance only; endpoints not identified
w14_V_q35x3,Grocery Shop Distance,grcry_shop_dist3,w14_V,bemp_w14_V.csv,bemp_w14_V_codebook.csv,Public Goods,Grocery Shop Distance,"How far is it to the next shop selling grocery items (such as oil, rice, ...)? [enter preferably in kilometers/miles, else in minutes driving]",Distance in minutes driving:,Multiple Choice,integer-coded,32,32,6,81.25,1,"[""0""]","[""Not Selected""]","{""0"": 6}","{""0"": ""Not Selected"", ""1"": ""Selected""}",,| |,reported distance/accessibility,distance/category per question,origin/destination context per file,distance only; endpoints not identified
w14_V_q35x3_txt,Grocery Shop Distance,grcry_shop_dist3_txt,w14_V,bemp_w14_V.csv,bemp_w14_V_codebook.csv,Public Goods,Grocery Shop Distance,"How far is it to the next shop selling grocery items (such as oil, rice, ...)? [enter preferably in kilometers/miles, else in minutes driving]",Distance in minutes driving:,Open Text Box,undetermined (no valid values),32,32,0,100.0,0,[],[],{},{},,| |,reported distance/accessibility,distance/category per question,origin/destination context per file,distance only; endpoints not identified
w14_V_q35x4,Grocery Shop Distance,grcry_shop_dist4,w14_V,bemp_w14_V.csv,bemp_w14_V_codebook.csv,Public Goods,Grocery Shop Distance,"How far is it to the next shop selling grocery items (such as oil, rice, ...)? [enter preferably in kilometers/miles, else in minutes driving]",Distance in minutes walking:,Multiple Choice,integer-coded,32,32,6,81.25,2,"[""0"", ""1""]","[""Not Selected"", ""Selected""]","{""0"": 5, ""1"": 1}","{""0"": ""Not Selected"", ""1"": ""Selected""}",,| |,reported distance/accessibility,distance/category per question,origin/destination context per file,distance only; endpoints not identified
w14_V_q35x4_txt,Grocery Shop Distance,grcry_shop_dist4_txt,w14_V,bemp_w14_V.csv,bemp_w14_V_codebook.csv,Public Goods,Grocery Shop Distance,"How far is it to the next shop selling grocery items (such as oil, rice, ...)? [enter preferably in kilometers/miles, else in minutes driving]",Distance in minutes walking:,Open Text Box,integer-coded,32,32,1,96.88,1,"[""8""]","[""8""]","{""8"": 1}",{},,| |,reported distance/accessibility,distance/category per question,origin/destination context per file,distance only; endpoints not identified
w14_V_q35x5,Grocery Shop Distance,grcry_shop_dist5,w14_V,bemp_w14_V.csv,bemp_w14_V_codebook.csv,Public Goods,Grocery Shop Distance,"How far is it to the next shop selling grocery items (such as oil, rice, ...)? [enter preferably in kilometers/miles, else in minutes driving]",Distance in minutes by boat:,Multiple Choice,integer-coded,32,32,6,81.25,1,"[""0""]","[""Not Selected""]","{""0"": 6}","{""0"": ""Not Selected"", ""1"": ""Selected""}",,| |,reported distance/accessibility,distance/category per question,origin/destination context per file,distance only; endpoints not identified
w14_V_q35x5_txt,Grocery Shop Distance,grcry_shop_dist5_txt,w14_V,bemp_w14_V.csv,bemp_w14_V_codebook.csv,Public Goods,Grocery Shop Distance,"How far is it to the next shop selling grocery items (such as oil, rice, ...)? [enter preferably in kilometers/miles, else in minutes driving]",Distance in minutes by boat:,Open Text Box,undetermined (no valid values),32,32,0,100.0,0,[],[],{},{},,| |,reported distance/accessibility,distance/category per question,origin/destination context per file,distance only; endpoints not identified
w14_V_q35x88,Grocery Shop Distance,grcry_shop_dist88,w14_V,bemp_w14_V.csv,bemp_w14_V_codebook.csv,Public Goods,Grocery Shop Distance,"How far is it to the next shop selling grocery items (such as oil, rice, ...)? [enter preferably in kilometers/miles, else in minutes driving]",DK,Multiple Choice,integer-coded,32,32,6,81.25,1,"[""0""]","[""Not Selected""]","{""0"": 6}","{""0"": ""Not Selected"", ""1"": ""Selected""}",,| |,reported distance/accessibility,distance/category per question,origin/destination context per file,distance only; endpoints not identified
w14_V_reg2,Location Number,locat_nmbr,w14_V,bemp_w14_V.csv,bemp_w14_V_codebook.csv,Registration,Location Number,Location number (for example L01),,Open Text Box,string,32,32,32,0.0,32,"[""L05"", ""L06"", ""L34"", ""L30"", ""L33"", ""L29"", ""L35"", ""L32""]","[""L05"", ""L06"", ""L34"", ""L30"", ""L33"", ""L29"", ""L35"", ""L32""]","{""L05"": 1, ""L06"": 1, ""L34"": 1, ""L30"": 1, ""L33"": 1, ""L29"": 1, ""L35"": 1, ""L32"": 1, ""L31"": 1, ""L28"": 1}",{},"Locations belong to the following districts: Bogra (L19-L21); Gaibandha (L23); Jamalpur (L01, L22); Kurigram (L24-L36); Manikganj (L04-L06); Sirajganj (L07-L09); Tangail (L02-L03; L10-L18).",| |,baseline origin sampling-location code,anonymized Lxx location; district derivable,origin,pseudonymized location code; no village name
w14_V_q25x1,Madrasha Distance,mdrsh_dist1,w14_V,bemp_w14_V.csv,bemp_w14_V_codebook.csv,Public Goods,Madrasha Distance,"How far is it to the next Madrasha? [enter preferably in kilometers/miles, else in minutes driving]",Distance in kilometers:,Multiple Choice,integer-coded,32,32,6,81.25,1,"[""1""]","[""Selected""]","{""1"": 6}","{""0"": ""Not Selected"", ""1"": ""Selected""}",,| |,reported distance/accessibility,distance/category per question,origin/destination context per file,distance only; endpoints not identified
w14_V_q25x1_txt,Madrasha Distance,mdrsh_dist1_txt,w14_V,bemp_w14_V.csv,bemp_w14_V_codebook.csv,Public Goods,Madrasha Distance,"How far is it to the next Madrasha? [enter preferably in kilometers/miles, else in minutes driving]",Distance in kilometers:,Open Text Box,integer-coded,32,32,6,81.25,4,"[""4"", ""2"", ""1"", ""3""]","[""4"", ""2"", ""1"", ""3""]","{""4"": 2, ""2"": 2, ""1"": 1, ""3"": 1}",{},,| |,reported distance/accessibility,distance/category per question,origin/destination context per file,distance only; endpoints not identified
w14_V_q25x2,Madrasha Distance,mdrsh_dist2,w14_V,bemp_w14_V.csv,bemp_w14_V_codebook.csv,Public Goods,Madrasha Distance,"How far is it to the next Madrasha? [enter preferably in kilometers/miles, else in minutes driving]",Distance in miles:,Multiple Choice,integer-coded,32,32,6,81.25,1,"[""0""]","[""Not Selected""]","{""0"": 6}","{""0"": ""Not Selected"", ""1"": ""Selected""}",,| |,reported distance/accessibility,distance/category per question,origin/destination context per file,distance only; endpoints not identified
w14_V_q25x2_txt,Madrasha Distance,mdrsh_dist2_txt,w14_V,bemp_w14_V.csv,bemp_w14_V_codebook.csv,Public Goods,Madrasha Distance,"How far is it to the next Madrasha? [enter preferably in kilometers/miles, else in minutes driving]",Distance in miles:,Open Text Box,undetermined (no valid values),32,32,0,100.0,0,[],[],{},{},,| |,reported distance/accessibility,distance/category per question,origin/destination context per file,distance only; endpoints not identified
w14_V_q25x3,Madrasha Distance,mdrsh_dist3,w14_V,bemp_w14_V.csv,bemp_w14_V_codebook.csv,Public Goods,Madrasha Distance,"How far is it to the next Madrasha? [enter preferably in kilometers/miles, else in minutes driving]",Distance in minutes driving:,Multiple Choice,integer-coded,32,32,6,81.25,1,"[""0""]","[""Not Selected""]","{""0"": 6}","{""0"": ""Not Selected"", ""1"": ""Selected""}",,| |,reported distance/accessibility,distance/category per question,origin/destination context per file,distance only; endpoints not identified
w14_V_q25x3_txt,Madrasha Distance,mdrsh_dist3_txt,w14_V,bemp_w14_V.csv,bemp_w14_V_codebook.csv,Public Goods,Madrasha Distance,"How far is it to the next Madrasha? [enter preferably in kilometers/miles, else in minutes driving]",Distance in minutes driving:,Open Text Box,undetermined (no valid values),32,32,0,100.0,0,[],[],{},{},,| |,reported distance/accessibility,distance/category per question,origin/destination context per file,distance only; endpoints not identified
w14_V_q25x4,Madrasha Distance,mdrsh_dist4,w14_V,bemp_w14_V.csv,bemp_w14_V_codebook.csv,Public Goods,Madrasha Distance,"How far is it to the next Madrasha? [enter preferably in kilometers/miles, else in minutes driving]",Distance in minutes walking:,Multiple Choice,integer-coded,32,32,6,81.25,1,"[""0""]","[""Not Selected""]","{""0"": 6}","{""0"": ""Not Selected"", ""1"": ""Selected""}",,| |,reported distance/accessibility,distance/category per question,origin/destination context per file,distance only; endpoints not identified
w14_V_q25x4_txt,Madrasha Distance,mdrsh_dist4_txt,w14_V,bemp_w14_V.csv,bemp_w14_V_codebook.csv,Public Goods,Madrasha Distance,"How far is it to the next Madrasha? [enter preferably in kilometers/miles, else in minutes driving]",Distance in minutes walking:,Open Text Box,undetermined (no valid values),32,32,0,100.0,0,[],[],{},{},,| |,reported distance/accessibility,distance/category per question,origin/destination context per file,distance only; endpoints not identified
w14_V_q25x5,Madrasha Distance,mdrsh_dist5,w14_V,bemp_w14_V.csv,bemp_w14_V_codebook.csv,Public Goods,Madrasha Distance,"How far is it to the next Madrasha? [enter preferably in kilometers/miles, else in minutes driving]",Distance in minutes by boat:,Multiple Choice,integer-coded,32,32,6,81.25,1,"[""0""]","[""Not Selected""]","{""0"": 6}","{""0"": ""Not Selected"", ""1"": ""Selected""}",,| |,reported distance/accessibility,distance/category per question,origin/destination context per file,distance only; endpoints not identified
w14_V_q25x5_txt,Madrasha Distance,mdrsh_dist5_txt,w14_V,bemp_w14_V.csv,bemp_w14_V_codebook.csv,Public Goods,Madrasha Distance,"How far is it to the next Madrasha? [enter preferably in kilometers/miles, else in minutes driving]",Distance in minutes by boat:,Open Text Box,undetermined (no valid values),32,32,0,100.0,0,[],[],{},{},,| |,reported distance/accessibility,distance/category per question,origin/destination context per file,distance only; endpoints not identified
w14_V_q25x88,Madrasha Distance,mdrsh_dist88,w14_V,bemp_w14_V.csv,bemp_w14_V_codebook.csv,Public Goods,Madrasha Distance,"How far is it to the next Madrasha? [enter preferably in kilometers/miles, else in minutes driving]",DK,Multiple Choice,integer-coded,32,32,6,81.25,1,"[""0""]","[""Not Selected""]","{""0"": 6}","{""0"": ""Not Selected"", ""1"": ""Selected""}",,| |,reported distance/accessibility,distance/category per question,origin/destination context per file,distance only; endpoints not identified
w14_V_q28x1,Medical Facility Distance,medic_fclty_dist1,w14_V,bemp_w14_V.csv,bemp_w14_V_codebook.csv,Public Goods,Medical Facility Distance,"How far is it to the next clinic/hospital? [enter preferably in kilometers/miles, else in minutes driving]",Distance in kilometers:,Multiple Choice,integer-coded,32,32,17,46.88,1,"[""1""]","[""Selected""]","{""1"": 17}","{""0"": ""Not Selected"", ""1"": ""Selected""}",,| |,reported distance/accessibility,distance/category per question,origin/destination context per file,distance only; endpoints not identified
w14_V_q28x1_txt,Medical Facility Distance,medic_fclty_dist1_txt,w14_V,bemp_w14_V.csv,bemp_w14_V_codebook.csv,Public Goods,Medical Facility Distance,"How far is it to the next clinic/hospital? [enter preferably in kilometers/miles, else in minutes driving]",Distance in kilometers:,Open Text Box,continuous numeric,32,32,17,46.88,11,"[""2"", ""4"", ""3"", ""1.5"", ""10"", ""6"", ""2.5"", ""1""]","[""2"", ""4"", ""3"", ""1.5"", ""10"", ""6"", ""2.5"", ""1""]","{""2"": 3, ""4"": 2, ""3"": 2, ""1.5"": 2, ""10"": 2, ""6"": 1, ""2.5"": 1, ""1"": 1, ""5"": 1, ""7"": 1}",{},,| |,reported distance/accessibility,distance/category per question,origin/destination context per file,distance only; endpoints not identified
w14_V_q28x2,Medical Facility Distance,medic_fclty_dist2,w14_V,bemp_w14_V.csv,bemp_w14_V_codebook.csv,Public Goods,Medical Facility Distance,"How far is it to the next clinic/hospital? [enter preferably in kilometers/miles, else in minutes driving]",Distance in miles:,Multiple Choice,integer-coded,32,32,17,46.88,1,"[""0""]","[""Not Selected""]","{""0"": 17}","{""0"": ""Not Selected"", ""1"": ""Selected""}",,| |,reported distance/accessibility,distance/category per question,origin/destination context per file,distance only; endpoints not identified
w14_V_q28x2_txt,Medical Facility Distance,medic_fclty_dist2_txt,w14_V,bemp_w14_V.csv,bemp_w14_V_codebook.csv,Public Goods,Medical Facility Distance,"How far is it to the next clinic/hospital? [enter preferably in kilometers/miles, else in minutes driving]",Distance in miles:,Open Text Box,undetermined (no valid values),32,32,0,100.0,0,[],[],{},{},,| |,reported distance/accessibility,distance/category per question,origin/destination context per file,distance only; endpoints not identified
w14_V_q28x3,Medical Facility Distance,medic_fclty_dist3,w14_V,bemp_w14_V.csv,bemp_w14_V_codebook.csv,Public Goods,Medical Facility Distance,"How far is it to the next clinic/hospital? [enter preferably in kilometers/miles, else in minutes driving]",Distance in minutes driving:,Multiple Choice,integer-coded,32,32,17,46.88,1,"[""0""]","[""Not Selected""]","{""0"": 17}","{""0"": ""Not Selected"", ""1"": ""Selected""}",,| |,reported distance/accessibility,distance/category per question,origin/destination context per file,distance only; endpoints not identified
w14_V_q28x3_txt,Medical Facility Distance,medic_fclty_dist3_txt,w14_V,bemp_w14_V.csv,bemp_w14_V_codebook.csv,Public Goods,Medical Facility Distance,"How far is it to the next clinic/hospital? [enter preferably in kilometers/miles, else in minutes driving]",Distance in minutes driving:,Open Text Box,undetermined (no valid values),32,32,0,100.0,0,[],[],{},{},,| |,reported distance/accessibility,distance/category per question,origin/destination context per file,distance only; endpoints not identified
w14_V_q28x4,Medical Facility Distance,medic_fclty_dist4,w14_V,bemp_w14_V.csv,bemp_w14_V_codebook.csv,Public Goods,Medical Facility Distance,"How far is it to the next clinic/hospital? [enter preferably in kilometers/miles, else in minutes driving]",Distance in minutes walking:,Multiple Choice,integer-coded,32,32,17,46.88,1,"[""0""]","[""Not Selected""]","{""0"": 17}","{""0"": ""Not Selected"", ""1"": ""Selected""}",,| |,reported distance/accessibility,distance/category per question,origin/destination context per file,distance only; endpoints not identified
